15,55,70
55.5,0,0
56.5,0,0
57.5,0,0
58.5,0,0
59.5,0,0
60.5,3,1.73205
61.5,1,1
62.5,2,1.41421
63.5,2,1.41421
64.5,4,2
65.5,7,2.64575
66.5,16,4
67.5,11,3.31662
68.5,8,2.82843
69.5,17,4.12311
2,29
15,55,70
55.5,1,1
56.5,0,0
57.5,0,0
58.5,0,0
59.5,0,0
60.5,0,0
61.5,0,0
62.5,0,0
63.5,0,0
64.5,1,1
65.5,2,1.41421
66.5,1,1
67.5,3,1.73205
68.5,0,0
69.5,3,1.73205
3,1
15,55,70
55.5,0,0
56.5,0,0
57.5,0,0
58.5,1,1
59.5,0,0
60.5,3,1.73205
61.5,1,1
62.5,3,1.73205
63.5,5,2.23607
64.5,5,2.23607
65.5,13,3.60555
66.5,24,4.89898
67.5,15,3.87298
68.5,14,3.74166
69.5,19,4.3589
5,34
80,-8,8
-7.9,0,0
-7.7,0,0
-7.5,0,0
-7.3,0,0
-7.1,0,0
-6.9,0,0
-6.7,0,0
-6.5,0,0
-6.3,0,0
-6.1,0,0
-5.9,0,0
-5.7,0,0
-5.5,0,0
-5.3,0,0
-5.1,0,0
-4.9,0,0
-4.7,0,0
-4.5,0,0
-4.3,0,0
-4.1,0,0
-3.9,0,0
-3.7,0,0
-3.5,0,0
-3.3,0,0
-3.1,0,0
-2.9,0,0
-2.7,0,0
-2.5,0,0
-2.3,0,0
-2.1,0,0
-1.9,0,0
-1.7,0,0
-1.5,0,0
-1.3,0,0
-1.1,0,0
-0.9,0,0
-0.7,0,0
-0.5,0,0
-0.3,0,0
-0.1,0,0
0.1,0,0
0.3,0,0
0.5,0,0
0.7,0,0
0.9,0,0
1.1,0,0
1.3,0,0
1.5,0,0
1.7,0,0
1.9,0,0
2.1,0,0
2.3,0,0
2.5,0,0
2.7,0,0
2.9,0,0
3.1,0,0
3.3,0,0
3.5,0,0
3.7,0,0
3.9,0,0
4.1,0,0
4.3,0,0
4.5,0,0
4.7,0,0
4.9,0,0
5.1,0,0
5.3,0,0
5.5,0,0
5.7,0,0
5.9,0,0
6.1,0,0
6.3,0,0
6.5,0,0
6.7,0,0
6.9,0,0
7.1,0,0
7.3,0,0
7.5,0,0
7.7,0,0
7.9,0,0
0,0
80,-8,8
-7.9,0,0
-7.7,0,0
-7.5,0,0
-7.3,0,0
-7.1,0,0
-6.9,0,0
-6.7,0,0
-6.5,0,0
-6.3,0,0
-6.1,0,0
-5.9,0,0
-5.7,0,0
-5.5,0,0
-5.3,0,0
-5.1,0,0
-4.9,0,0
-4.7,0,0
-4.5,0,0
-4.3,0,0
-4.1,0,0
-3.9,0,0
-3.7,0,0
-3.5,0,0
-3.3,0,0
-3.1,0,0
-2.9,0,0
-2.7,0,0
-2.5,0,0
-2.3,0,0
-2.1,0,0
-1.9,0,0
-1.7,0,0
-1.5,0,0
-1.3,0,0
-1.1,0,0
-0.9,0,0
-0.7,0,0
-0.5,0,0
-0.3,0,0
-0.1,0,0
0.1,0,0
0.3,0,0
0.5,0,0
0.7,0,0
0.9,0,0
1.1,0,0
1.3,0,0
1.5,0,0
1.7,0,0
1.9,0,0
2.1,0,0
2.3,0,0
2.5,0,0
2.7,0,0
2.9,0,0
3.1,0,0
3.3,0,0
3.5,0,0
3.7,0,0
3.9,0,0
4.1,0,0
4.3,0,0
4.5,0,0
4.7,0,0
4.9,0,0
5.1,0,0
5.3,0,0
5.5,0,0
5.7,0,0
5.9,0,0
6.1,0,0
6.3,0,0
6.5,0,0
6.7,0,0
6.9,0,0
7.1,0,0
7.3,0,0
7.5,0,0
7.7,0,0
7.9,0,0
0,0
80,-8,8
-7.9,0,0
-7.7,0,0
-7.5,0,0
-7.3,0,0
-7.1,0,0
-6.9,0,0
-6.7,0,0
-6.5,0,0
-6.3,0,0
-6.1,0,0
-5.9,0,0
-5.7,0,0
-5.5,0,0
-5.3,0,0
-5.1,0,0
-4.9,0,0
-4.7,0,0
-4.5,0,0
-4.3,0,0
-4.1,0,0
-3.9,0,0
-3.7,0,0
-3.5,0,0
-3.3,0,0
-3.1,0,0
-2.9,0,0
-2.7,0,0
-2.5,0,0
-2.3,0,0
-2.1,0,0
-1.9,0,0
-1.7,0,0
-1.5,0,0
-1.3,0,0
-1.1,0,0
-0.9,0,0
-0.7,0,0
-0.5,0,0
-0.3,0,0
-0.1,0,0
0.1,0,0
0.3,0,0
0.5,0,0
0.7,0,0
0.9,0,0
1.1,0,0
1.3,0,0
1.5,0,0
1.7,0,0
1.9,0,0
2.1,0,0
2.3,0,0
2.5,0,0
2.7,0,0
2.9,0,0
3.1,0,0
3.3,0,0
3.5,0,0
3.7,0,0
3.9,0,0
4.1,0,0
4.3,0,0
4.5,0,0
4.7,0,0
4.9,0,0
5.1,0,0
5.3,0,0
5.5,0,0
5.7,0,0
5.9,0,0
6.1,0,0
6.3,0,0
6.5,0,0
6.7,0,0
6.9,0,0
7.1,0,0
7.3,0,0
7.5,0,0
7.7,0,0
7.9,0,0
0,0
80,-8,8
-7.9,0,0
-7.7,0,0
-7.5,0,0
-7.3,0,0
-7.1,0,0
-6.9,0,0
-6.7,0,0
-6.5,0,0
-6.3,0,0
-6.1,0,0
-5.9,0,0
-5.7,0,0
-5.5,0,0
-5.3,0,0
-5.1,0,0
-4.9,0,0
-4.7,0,0
-4.5,0,0
-4.3,0,0
-4.1,0,0
-3.9,0,0
-3.7,0,0
-3.5,0,0
-3.3,0,0
-3.1,0,0
-2.9,0,0
-2.7,0,0
-2.5,0,0
-2.3,0,0
-2.1,0,0
-1.9,0,0
-1.7,0,0
-1.5,0,0
-1.3,0,0
-1.1,0,0
-0.9,0,0
-0.7,0,0
-0.5,0,0
-0.3,0,0
-0.1,0,0
0.1,0,0
0.3,0,0
0.5,0,0
0.7,0,0
0.9,0,0
1.1,0,0
1.3,0,0
1.5,0,0
1.7,0,0
1.9,0,0
2.1,0,0
2.3,0,0
2.5,0,0
2.7,0,0
2.9,0,0
3.1,0,0
3.3,0,0
3.5,0,0
3.7,0,0
3.9,0,0
4.1,0,0
4.3,0,0
4.5,0,0
4.7,0,0
4.9,0,0
5.1,0,0
5.3,0,0
5.5,0,0
5.7,0,0
5.9,0,0
6.1,0,0
6.3,0,0
6.5,0,0
6.7,0,0
6.9,0,0
7.1,0,0
7.3,0,0
7.5,0,0
7.7,0,0
7.9,0,0
0,0
80,-8,8
-7.9,0,0
-7.7,0,0
-7.5,0,0
-7.3,0,0
-7.1,0,0
-6.9,0,0
-6.7,0,0
-6.5,0,0
-6.3,0,0
-6.1,0,0
-5.9,0,0
-5.7,0,0
-5.5,0,0
-5.3,0,0
-5.1,0,0
-4.9,0,0
-4.7,0,0
-4.5,0,0
-4.3,0,0
-4.1,0,0
-3.9,0,0
-3.7,0,0
-3.5,0,0
-3.3,0,0
-3.1,0,0
-2.9,0,0
-2.7,0,0
-2.5,0,0
-2.3,0,0
-2.1,0,0
-1.9,0,0
-1.7,0,0
-1.5,0,0
-1.3,0,0
-1.1,0,0
-0.9,0,0
-0.7,0,0
-0.5,0,0
-0.3,0,0
-0.1,0,0
0.1,0,0
0.3,0,0
0.5,0,0
0.7,0,0
0.9,0,0
1.1,0,0
1.3,0,0
1.5,0,0
1.7,0,0
1.9,0,0
2.1,0,0
2.3,0,0
2.5,0,0
2.7,0,0
2.9,0,0
3.1,0,0
3.3,0,0
3.5,0,0
3.7,0,0
3.9,0,0
4.1,0,0
4.3,0,0
4.5,0,0
4.7,0,0
4.9,0,0
5.1,0,0
5.3,0,0
5.5,0,0
5.7,0,0
5.9,0,0
6.1,0,0
6.3,0,0
6.5,0,0
6.7,0,0
6.9,0,0
7.1,0,0
7.3,0,0
7.5,0,0
7.7,0,0
7.9,0,0
0,0
80,-8,8
-7.9,0,0
-7.7,0,0
-7.5,0,0
-7.3,0,0
-7.1,0,0
-6.9,0,0
-6.7,0,0
-6.5,0,0
-6.3,0,0
-6.1,0,0
-5.9,0,0
-5.7,0,0
-5.5,0,0
-5.3,0,0
-5.1,0,0
-4.9,0,0
-4.7,0,0
-4.5,0,0
-4.3,0,0
-4.1,0,0
-3.9,0,0
-3.7,0,0
-3.5,0,0
-3.3,0,0
-3.1,0,0
-2.9,0,0
-2.7,0,0
-2.5,0,0
-2.3,0,0
-2.1,0,0
-1.9,0,0
-1.7,0,0
-1.5,0,0
-1.3,0,0
-1.1,0,0
-0.9,0,0
-0.7,0,0
-0.5,0,0
-0.3,0,0
-0.1,0,0
0.1,0,0
0.3,0,0
0.5,0,0
0.7,0,0
0.9,0,0
1.1,0,0
1.3,0,0
1.5,0,0
1.7,0,0
1.9,0,0
2.1,0,0
2.3,0,0
2.5,0,0
2.7,0,0
2.9,0,0
3.1,0,0
3.3,0,0
3.5,0,0
3.7,0,0
3.9,0,0
4.1,0,0
4.3,0,0
4.5,0,0
4.7,0,0
4.9,0,0
5.1,0,0
5.3,0,0
5.5,0,0
5.7,0,0
5.9,0,0
6.1,0,0
6.3,0,0
6.5,0,0
6.7,0,0
6.9,0,0
7.1,0,0
7.3,0,0
7.5,0,0
7.7,0,0
7.9,0,0
0,0
80,-8,8
-7.9,0,0
-7.7,0,0
-7.5,0,0
-7.3,0,0
-7.1,0,0
-6.9,0,0
-6.7,0,0
-6.5,0,0
-6.3,0,0
-6.1,0,0
-5.9,0,0
-5.7,0,0
-5.5,0,0
-5.3,0,0
-5.1,0,0
-4.9,0,0
-4.7,0,0
-4.5,0,0
-4.3,0,0
-4.1,0,0
-3.9,0,0
-3.7,0,0
-3.5,0,0
-3.3,0,0
-3.1,0,0
-2.9,0,0
-2.7,0,0
-2.5,0,0
-2.3,0,0
-2.1,0,0
-1.9,1,1
-1.7,0,0
-1.5,0,0
-1.3,0,0
-1.1,0,0
-0.9,0,0
-0.7,0,0
-0.5,0,0
-0.3,0,0
-0.1,0,0
0.1,0,0
0.3,0,0
0.5,0,0
0.7,0,0
0.9,0,0
1.1,0,0
1.3,0,0
1.5,0,0
1.7,0,0
1.9,0,0
2.1,0,0
2.3,0,0
2.5,0,0
2.7,0,0
2.9,0,0
3.1,0,0
3.3,0,0
3.5,0,0
3.7,0,0
3.9,0,0
4.1,0,0
4.3,0,0
4.5,0,0
4.7,0,0
4.9,0,0
5.1,0,0
5.3,0,0
5.5,0,0
5.7,0,0
5.9,0,0
6.1,0,0
6.3,0,0
6.5,0,0
6.7,0,0
6.9,0,0
7.1,0,0
7.3,0,0
7.5,0,0
7.7,0,0
7.9,0,0
0,0
80,-8,8
-7.9,0,0
-7.7,0,0
-7.5,0,0
-7.3,0,0
-7.1,0,0
-6.9,0,0
-6.7,0,0
-6.5,0,0
-6.3,0,0
-6.1,0,0
-5.9,0,0
-5.7,0,0
-5.5,0,0
-5.3,0,0
-5.1,0,0
-4.9,0,0
-4.7,0,0
-4.5,0,0
-4.3,0,0
-4.1,0,0
-3.9,0,0
-3.7,0,0
-3.5,0,0
-3.3,0,0
-3.1,0,0
-2.9,0,0
-2.7,0,0
-2.5,0,0
-2.3,0,0
-2.1,0,0
-1.9,0,0
-1.7,0,0
-1.5,0,0
-1.3,0,0
-1.1,0,0
-0.9,0,0
-0.7,0,0
-0.5,0,0
-0.3,0,0
-0.1,0,0
0.1,0,0
0.3,0,0
0.5,0,0
0.7,0,0
0.9,0,0
1.1,0,0
1.3,0,0
1.5,0,0
1.7,0,0
1.9,0,0
2.1,0,0
2.3,0,0
2.5,0,0
2.7,0,0
2.9,0,0
3.1,0,0
3.3,0,0
3.5,0,0
3.7,0,0
3.9,0,0
4.1,0,0
4.3,0,0
4.5,0,0
4.7,0,0
4.9,0,0
5.1,0,0
5.3,0,0
5.5,0,0
5.7,0,0
5.9,0,0
6.1,0,0
6.3,0,0
6.5,0,0
6.7,0,0
6.9,0,0
7.1,0,0
7.3,0,0
7.5,0,0
7.7,0,0
7.9,0,0
0,0
80,-8,8
-7.9,0,0
-7.7,0,0
-7.5,0,0
-7.3,0,0
-7.1,0,0
-6.9,0,0
-6.7,0,0
-6.5,0,0
-6.3,0,0
-6.1,0,0
-5.9,0,0
-5.7,0,0
-5.5,0,0
-5.3,0,0
-5.1,0,0
-4.9,0,0
-4.7,0,0
-4.5,0,0
-4.3,0,0
-4.1,0,0
-3.9,0,0
-3.7,0,0
-3.5,0,0
-3.3,0,0
-3.1,0,0
-2.9,0,0
-2.7,0,0
-2.5,0,0
-2.3,0,0
-2.1,0,0
-1.9,0,0
-1.7,0,0
-1.5,0,0
-1.3,0,0
-1.1,0,0
-0.9,0,0
-0.7,0,0
-0.5,0,0
-0.3,0,0
-0.1,0,0
0.1,0,0
0.3,0,0
0.5,0,0
0.7,0,0
0.9,0,0
1.1,0,0
1.3,0,0
1.5,0,0
1.7,0,0
1.9,0,0
2.1,0,0
2.3,0,0
2.5,0,0
2.7,0,0
2.9,0,0
3.1,0,0
3.3,0,0
3.5,0,0
3.7,0,0
3.9,0,0
4.1,0,0
4.3,0,0
4.5,0,0
4.7,0,0
4.9,0,0
5.1,0,0
5.3,0,0
5.5,0,0
5.7,0,0
5.9,0,0
6.1,0,0
6.3,0,0
6.5,0,0
6.7,0,0
6.9,0,0
7.1,0,0
7.3,0,0
7.5,0,0
7.7,0,0
7.9,0,0
0,0
80,-8,8
-7.9,0,0
-7.7,0,0
-7.5,0,0
-7.3,0,0
-7.1,0,0
-6.9,0,0
-6.7,0,0
-6.5,0,0
-6.3,0,0
-6.1,0,0
-5.9,0,0
-5.7,0,0
-5.5,0,0
-5.3,0,0
-5.1,0,0
-4.9,0,0
-4.7,0,0
-4.5,0,0
-4.3,0,0
-4.1,0,0
-3.9,0,0
-3.7,0,0
-3.5,0,0
-3.3,0,0
-3.1,0,0
-2.9,0,0
-2.7,0,0
-2.5,0,0
-2.3,0,0
-2.1,0,0
-1.9,0,0
-1.7,0,0
-1.5,0,0
-1.3,0,0
-1.1,0,0
-0.9,0,0
-0.7,0,0
-0.5,0,0
-0.3,0,0
-0.1,0,0
0.1,0,0
0.3,0,0
0.5,0,0
0.7,0,0
0.9,0,0
1.1,0,0
1.3,0,0
1.5,0,0
1.7,0,0
1.9,0,0
2.1,0,0
2.3,0,0
2.5,0,0
2.7,0,0
2.9,0,0
3.1,0,0
3.3,0,0
3.5,0,0
3.7,0,0
3.9,0,0
4.1,0,0
4.3,0,0
4.5,0,0
4.7,0,0
4.9,0,0
5.1,0,0
5.3,0,0
5.5,0,0
5.7,0,0
5.9,0,0
6.1,0,0
6.3,0,0
6.5,0,0
6.7,0,0
6.9,0,0
7.1,0,0
7.3,0,0
7.5,0,0
7.7,0,0
7.9,0,0
0,0
80,-8,8
-7.9,0,0
-7.7,0,0
-7.5,0,0
-7.3,0,0
-7.1,0,0
-6.9,0,0
-6.7,0,0
-6.5,0,0
-6.3,0,0
-6.1,0,0
-5.9,0,0
-5.7,0,0
-5.5,0,0
-5.3,0,0
-5.1,0,0
-4.9,0,0
-4.7,0,0
-4.5,0,0
-4.3,0,0
-4.1,0,0
-3.9,0,0
-3.7,0,0
-3.5,0,0
-3.3,0,0
-3.1,0,0
-2.9,0,0
-2.7,0,0
-2.5,0,0
-2.3,0,0
-2.1,0,0
-1.9,0,0
-1.7,0,0
-1.5,0,0
-1.3,0,0
-1.1,1,1
-0.9,1,1
-0.7,0,0
-0.5,0,0
-0.3,0,0
-0.1,0,0
0.1,0,0
0.3,0,0
0.5,0,0
0.7,1,1
0.9,0,0
1.1,0,0
1.3,0,0
1.5,0,0
1.7,0,0
1.9,0,0
2.1,0,0
2.3,0,0
2.5,0,0
2.7,0,0
2.9,0,0
3.1,0,0
3.3,0,0
3.5,0,0
3.7,0,0
3.9,0,0
4.1,0,0
4.3,0,0
4.5,0,0
4.7,0,0
4.9,0,0
5.1,0,0
5.3,0,0
5.5,0,0
5.7,0,0
5.9,0,0
6.1,0,0
6.3,0,0
6.5,0,0
6.7,0,0
6.9,0,0
7.1,0,0
7.3,0,0
7.5,0,0
7.7,0,0
7.9,0,0
0,0
80,-8,8
-7.9,0,0
-7.7,0,0
-7.5,0,0
-7.3,0,0
-7.1,0,0
-6.9,0,0
-6.7,0,0
-6.5,0,0
-6.3,0,0
-6.1,0,0
-5.9,0,0
-5.7,0,0
-5.5,0,0
-5.3,0,0
-5.1,0,0
-4.9,0,0
-4.7,0,0
-4.5,0,0
-4.3,0,0
-4.1,0,0
-3.9,0,0
-3.7,0,0
-3.5,0,0
-3.3,0,0
-3.1,0,0
-2.9,0,0
-2.7,0,0
-2.5,0,0
-2.3,0,0
-2.1,1,1
-1.9,0,0
-1.7,0,0
-1.5,0,0
-1.3,0,0
-1.1,0,0
-0.9,0,0
-0.7,0,0
-0.5,0,0
-0.3,0,0
-0.1,0,0
0.1,0,0
0.3,0,0
0.5,0,0
0.7,0,0
0.9,0,0
1.1,0,0
1.3,0,0
1.5,0,0
1.7,0,0
1.9,0,0
2.1,0,0
2.3,0,0
2.5,0,0
2.7,0,0
2.9,0,0
3.1,0,0
3.3,0,0
3.5,0,0
3.7,0,0
3.9,0,0
4.1,0,0
4.3,0,0
4.5,0,0
4.7,0,0
4.9,0,0
5.1,0,0
5.3,0,0
5.5,0,0
5.7,0,0
5.9,0,0
6.1,0,0
6.3,0,0
6.5,0,0
6.7,0,0
6.9,0,0
7.1,0,0
7.3,0,0
7.5,0,0
7.7,0,0
7.9,0,0
0,0
80,-8,8
-7.9,0,0
-7.7,0,0
-7.5,0,0
-7.3,0,0
-7.1,0,0
-6.9,0,0
-6.7,0,0
-6.5,0,0
-6.3,0,0
-6.1,0,0
-5.9,0,0
-5.7,0,0
-5.5,0,0
-5.3,0,0
-5.1,0,0
-4.9,0,0
-4.7,0,0
-4.5,0,0
-4.3,0,0
-4.1,0,0
-3.9,0,0
-3.7,0,0
-3.5,0,0
-3.3,0,0
-3.1,0,0
-2.9,0,0
-2.7,0,0
-2.5,0,0
-2.3,0,0
-2.1,0,0
-1.9,0,0
-1.7,0,0
-1.5,0,0
-1.3,0,0
-1.1,0,0
-0.9,0,0
-0.7,0,0
-0.5,0,0
-0.3,0,0
-0.1,0,0
0.1,0,0
0.3,0,0
0.5,0,0
0.7,0,0
0.9,1,1
1.1,0,0
1.3,0,0
1.5,0,0
1.7,0,0
1.9,0,0
2.1,0,0
2.3,0,0
2.5,0,0
2.7,0,0
2.9,0,0
3.1,0,0
3.3,0,0
3.5,0,0
3.7,0,0
3.9,0,0
4.1,0,0
4.3,0,0
4.5,0,0
4.7,0,0
4.9,0,0
5.1,0,0
5.3,0,0
5.5,0,0
5.7,0,0
5.9,0,0
6.1,0,0
6.3,0,0
6.5,0,0
6.7,0,0
6.9,0,0
7.1,0,0
7.3,0,0
7.5,0,0
7.7,0,0
7.9,0,0
0,0
80,-8,8
-7.9,0,0
-7.7,0,0
-7.5,0,0
-7.3,0,0
-7.1,0,0
-6.9,0,0
-6.7,0,0
-6.5,0,0
-6.3,0,0
-6.1,0,0
-5.9,0,0
-5.7,0,0
-5.5,0,0
-5.3,0,0
-5.1,0,0
-4.9,0,0
-4.7,0,0
-4.5,0,0
-4.3,0,0
-4.1,0,0
-3.9,0,0
-3.7,0,0
-3.5,0,0
-3.3,0,0
-3.1,0,0
-2.9,0,0
-2.7,0,0
-2.5,0,0
-2.3,0,0
-2.1,0,0
-1.9,0,0
-1.7,0,0
-1.5,0,0
-1.3,0,0
-1.1,0,0
-0.9,0,0
-0.7,0,0
-0.5,0,0
-0.3,0,0
-0.1,0,0
0.1,0,0
0.3,0,0
0.5,0,0
0.7,0,0
0.9,0,0
1.1,0,0
1.3,0,0
1.5,0,0
1.7,0,0
1.9,0,0
2.1,0,0
2.3,0,0
2.5,0,0
2.7,0,0
2.9,0,0
3.1,0,0
3.3,0,0
3.5,0,0
3.7,0,0
3.9,0,0
4.1,0,0
4.3,0,0
4.5,0,0
4.7,0,0
4.9,0,0
5.1,0,0
5.3,0,0
5.5,0,0
5.7,0,0
5.9,0,0
6.1,0,0
6.3,0,0
6.5,0,0
6.7,0,0
6.9,0,0
7.1,0,0
7.3,0,0
7.5,0,0
7.7,0,0
7.9,0,0
0,0
80,-8,8
-7.9,0,0
-7.7,0,0
-7.5,0,0
-7.3,0,0
-7.1,0,0
-6.9,0,0
-6.7,0,0
-6.5,0,0
-6.3,0,0
-6.1,0,0
-5.9,0,0
-5.7,0,0
-5.5,0,0
-5.3,0,0
-5.1,0,0
-4.9,0,0
-4.7,0,0
-4.5,0,0
-4.3,0,0
-4.1,0,0
-3.9,0,0
-3.7,0,0
-3.5,0,0
-3.3,0,0
-3.1,0,0
-2.9,0,0
-2.7,0,0
-2.5,0,0
-2.3,0,0
-2.1,0,0
-1.9,0,0
-1.7,1,1
-1.5,0,0
-1.3,0,0
-1.1,0,0
-0.9,0,0
-0.7,1,1
-0.5,0,0
-0.3,0,0
-0.1,0,0
0.1,0,0
0.3,1,1
0.5,0,0
0.7,0,0
0.9,0,0
1.1,0,0
1.3,0,0
1.5,0,0
1.7,0,0
1.9,0,0
2.1,0,0
2.3,0,0
